paper_id,title,authors,venue,year,pdf_path,pdf_url,topics
2605.19940v1,Robotics-Inspired Guardrails for Foundation Models,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.19940v1_Robotics-Inspired Guardrails for Foundation Models.pdf,https://arxiv.org/pdf/2605.19940v1,cs.AI
2605.19943v1,Probabilistic Tiny Recursive Model,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.19943v1_Probabilistic Tiny Recursive Model.pdf,https://arxiv.org/pdf/2605.19943v1,cs.AI
2605.19944v1,A Measure-Theoretic Analysis of Reasoning Structur,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.19944v1_A Measure-Theoretic Analysis of Reasoning Structur.pdf,https://arxiv.org/pdf/2605.19944v1,cs.AI
2605.19945v1,GEM GPU-Variability-Aware Expert to GPU Mapping fo,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.19945v1_GEM GPU-Variability-Aware Expert to GPU Mapping fo.pdf,https://arxiv.org/pdf/2605.19945v1,cs.AI
2605.19957v1,World-Ego Modeling for Long-Horizon Evolution in H,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.19957v1_World-Ego Modeling for Long-Horizon Evolution in H.pdf,https://arxiv.org/pdf/2605.19957v1,cs.AI
2605.19966v1,Detecting Fluent Optimization-Based Adversarial Pr,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.19966v1_Detecting Fluent Optimization-Based Adversarial Pr.pdf,https://arxiv.org/pdf/2605.19966v1,cs.AI
2605.19972v1,Block-Sphere Vector Quantization,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.19972v1_Block-Sphere Vector Quantization.pdf,https://arxiv.org/pdf/2605.19972v1,cs.AI
2605.19975v1,Learning with Foresight Enhancing Neural Routing P,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.19975v1_Learning with Foresight Enhancing Neural Routing P.pdf,https://arxiv.org/pdf/2605.19975v1,cs.AI
2605.19988v1,A Case for Agentic Tuning From Documentation to Ac,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.19988v1_A Case for Agentic Tuning From Documentation to Ac.pdf,https://arxiv.org/pdf/2605.19988v1,cs.AI
2605.19999v1,LLM Benchmark Datasets Should Be Contamination-Res,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.19999v1_LLM Benchmark Datasets Should Be Contamination-Res.pdf,https://arxiv.org/pdf/2605.19999v1,cs.AI
2605.20006v1,GeoX Mastering Geospatial Reasoning Through Self-P,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20006v1_GeoX Mastering Geospatial Reasoning Through Self-P.pdf,https://arxiv.org/pdf/2605.20006v1,cs.AI
2605.20009v1,Training Neural Networks with Optimal Double-Bayes,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20009v1_Training Neural Networks with Optimal Double-Bayes.pdf,https://arxiv.org/pdf/2605.20009v1,cs.AI
2605.20023v1,When Skills Dont Help A Negative Result on Procedu,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20023v1_When Skills Dont Help A Negative Result on Procedu.pdf,https://arxiv.org/pdf/2605.20023v1,cs.AI
2605.20025v1,AutoResearchClaw Self-Reinforcing Autonomous Resea,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20025v1_AutoResearchClaw Self-Reinforcing Autonomous Resea.pdf,https://arxiv.org/pdf/2605.20025v1,cs.AI
2605.20037v1,When Critics Disagree Adaptive Reward Poisoning At,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20037v1_When Critics Disagree Adaptive Reward Poisoning At.pdf,https://arxiv.org/pdf/2605.20037v1,cs.AI
2605.20049v1,Does Code Cleanliness Affect Coding Agents A Contr,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20049v1_Does Code Cleanliness Affect Coding Agents A Contr.pdf,https://arxiv.org/pdf/2605.20049v1,cs.AI
2605.20052v2,PromptRad Knowledge-Enhanced Multi-Label Prompt-Tu,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20052v2_PromptRad Knowledge-Enhanced Multi-Label Prompt-Tu.pdf,https://arxiv.org/pdf/2605.20052v2,cs.AI
2605.20055v1,Towards LLM-Assisted Architecture Recovery for Rea,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20055v1_Towards LLM-Assisted Architecture Recovery for Rea.pdf,https://arxiv.org/pdf/2605.20055v1,cs.AI
2605.20072v1,Probing Embodied LLMs When Higher Observation Fide,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20072v1_Probing Embodied LLMs When Higher Observation Fide.pdf,https://arxiv.org/pdf/2605.20072v1,cs.AI
2605.20075v1,CopT Contrastive On-Policy Thinking with Continuou,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20075v1_CopT Contrastive On-Policy Thinking with Continuou.pdf,https://arxiv.org/pdf/2605.20075v1,cs.AI
2605.20079v1,Probability-Conserving Flow Guidance,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20079v1_Probability-Conserving Flow Guidance.pdf,https://arxiv.org/pdf/2605.20079v1,cs.AI
2605.20082v1,VL-DPO Vision-Language-Guided Finetuning for Prefe,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20082v1_VL-DPO Vision-Language-Guided Finetuning for Prefe.pdf,https://arxiv.org/pdf/2605.20082v1,cs.AI
2605.20084v1,BalanceRAG Joint Risk Calibration for Cascaded Ret,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20084v1_BalanceRAG Joint Risk Calibration for Cascaded Ret.pdf,https://arxiv.org/pdf/2605.20084v1,cs.AI
2605.20086v1,What Do Evolutionary Coding Agents Evolve,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20086v1_What Do Evolutionary Coding Agents Evolve.pdf,https://arxiv.org/pdf/2605.20086v1,cs.AI
2605.20087v1,ThoughtTrace Understanding User Thoughts in Real-W,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20087v1_ThoughtTrace Understanding User Thoughts in Real-W.pdf,https://arxiv.org/pdf/2605.20087v1,cs.AI
2605.20088v1,INSHAPE Instance-Level Shapelets for Interpretable,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20088v1_INSHAPE Instance-Level Shapelets for Interpretable.pdf,https://arxiv.org/pdf/2605.20088v1,cs.AI
2605.20098v1,Neurosymbolic Learning for Inference-Time Argument,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20098v1_Neurosymbolic Learning for Inference-Time Argument.pdf,https://arxiv.org/pdf/2605.20098v1,cs.AI
2605.20104v1,Draft Less Retrieve More Hybrid Tree Construction ,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20104v1_Draft Less Retrieve More Hybrid Tree Construction .pdf,https://arxiv.org/pdf/2605.20104v1,cs.AI
2605.20107v1,Beyond Isotropy in JEPAs Hamiltonian Geometry and ,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20107v1_Beyond Isotropy in JEPAs Hamiltonian Geometry and .pdf,https://arxiv.org/pdf/2605.20107v1,cs.AI
2605.20108v1,k-Inductive Neural Barrier Certificates for Unknow,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20108v1_k-Inductive Neural Barrier Certificates for Unknow.pdf,https://arxiv.org/pdf/2605.20108v1,cs.AI
2605.20119v1,Toto 20 Time Series Forecasting Enters the Scaling,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20119v1_Toto 20 Time Series Forecasting Enters the Scaling.pdf,https://arxiv.org/pdf/2605.20119v1,cs.AI
2605.20120v1,Using Aristotle API for AI-Assisted Theorem Provin,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20120v1_Using Aristotle API for AI-Assisted Theorem Provin.pdf,https://arxiv.org/pdf/2605.20120v1,cs.AI
2605.20127v1,Beyond Prediction Accuracy Target-Space Recovery P,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20127v1_Beyond Prediction Accuracy Target-Space Recovery P.pdf,https://arxiv.org/pdf/2605.20127v1,cs.AI
2605.20149v1,Less Back-and-Forth A Comparative Study of Structu,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20149v1_Less Back-and-Forth A Comparative Study of Structu.pdf,https://arxiv.org/pdf/2605.20149v1,cs.AI
2605.20158v1,Rethinking Visual Attribution for Chest X-ray Reas,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20158v1_Rethinking Visual Attribution for Chest X-ray Reas.pdf,https://arxiv.org/pdf/2605.20158v1,cs.AI
2605.20164v1,Not Every Rubric Teaches Equally Policy-Aware Rubr,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20164v1_Not Every Rubric Teaches Equally Policy-Aware Rubr.pdf,https://arxiv.org/pdf/2605.20164v1,cs.AI
2605.20167v1,HaorFloodAlert Deseasonalized ML Ensemble for 72-H,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20167v1_HaorFloodAlert Deseasonalized ML Ensemble for 72-H.pdf,https://arxiv.org/pdf/2605.20167v1,cs.AI
2605.20172v1,Long-term Power Grid Planning via Answer Set Progr,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20172v1_Long-term Power Grid Planning via Answer Set Progr.pdf,https://arxiv.org/pdf/2605.20172v1,cs.AI
2605.20173v1,A Methodology for Selecting and Composing Runtime ,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20173v1_A Methodology for Selecting and Composing Runtime .pdf,https://arxiv.org/pdf/2605.20173v1,cs.AI
2605.20182v1,Atoms of Thought Universal EEG Representation Lear,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20182v1_Atoms of Thought Universal EEG Representation Lear.pdf,https://arxiv.org/pdf/2605.20182v1,cs.AI
2605.20308v1,SDM A Powerful Tool for Evaluating Model Robustnes,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20308v1_SDM A Powerful Tool for Evaluating Model Robustnes.pdf,https://arxiv.org/pdf/2605.20308v1,cs.AI
2605.20309v1,Tiny-Engram Trigger-Indexed Concept Tables for Gen,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20309v1_Tiny-Engram Trigger-Indexed Concept Tables for Gen.pdf,https://arxiv.org/pdf/2605.20309v1,cs.AI
2605.20314v1,Less Data Faster Training repeating smaller datase,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20314v1_Less Data Faster Training repeating smaller datase.pdf,https://arxiv.org/pdf/2605.20314v1,cs.AI
2605.20316v1,FullFlow Upgrading Text-to-Image Flow Matching Mod,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20316v1_FullFlow Upgrading Text-to-Image Flow Matching Mod.pdf,https://arxiv.org/pdf/2605.20316v1,cs.AI
2605.20326v1,Representability-Aware Neural Networks for Reduced,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20326v1_Representability-Aware Neural Networks for Reduced.pdf,https://arxiv.org/pdf/2605.20326v1,cs.AI
2605.20328v1,Targeting Clause Type Distributions a Picklock for,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20328v1_Targeting Clause Type Distributions a Picklock for.pdf,https://arxiv.org/pdf/2605.20328v1,cs.AI
2605.20341v1,Causal Unlearning in Collaborative Optimization Ex,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20341v1_Causal Unlearning in Collaborative Optimization Ex.pdf,https://arxiv.org/pdf/2605.20341v1,cs.AI
2605.20356v1,Synchronization and Turn-Taking in Full-Duplex Spe,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20356v1_Synchronization and Turn-Taking in Full-Duplex Spe.pdf,https://arxiv.org/pdf/2605.20356v1,cs.AI
2605.20357v1,Consistently Informative Soft-Label Temperature fo,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20357v1_Consistently Informative Soft-Label Temperature fo.pdf,https://arxiv.org/pdf/2605.20357v1,cs.AI
2605.20368v1,Security Document Classification with a Fine-Tuned,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20368v1_Security Document Classification with a Fine-Tuned.pdf,https://arxiv.org/pdf/2605.20368v1,cs.AI
2605.20369v1,DEL Digit Entropy Loss for Numerical Learning of L,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20369v1_DEL Digit Entropy Loss for Numerical Learning of L.pdf,https://arxiv.org/pdf/2605.20369v1,cs.AI
2605.20372v1,Latent Space Guided Scenario Sampling for Multimod,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20372v1_Latent Space Guided Scenario Sampling for Multimod.pdf,https://arxiv.org/pdf/2605.20372v1,cs.AI
2605.20373v1,SUGAR A Scalable Human-Video-Driven Generalizable ,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20373v1_SUGAR A Scalable Human-Video-Driven Generalizable .pdf,https://arxiv.org/pdf/2605.20373v1,cs.AI
2605.20382v1,Do as I Say Not as I Do Instruction-Induction Conf,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20382v1_Do as I Say Not as I Do Instruction-Induction Conf.pdf,https://arxiv.org/pdf/2605.20382v1,cs.AI
2605.20385v1,ConceptSeg-R1 Segment Any Concept via Meta-Reinfor,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20385v1_ConceptSeg-R1 Segment Any Concept via Meta-Reinfor.pdf,https://arxiv.org/pdf/2605.20385v1,cs.AI
2605.20389v1,Nonlocal operator learning for fMRI encoding and d,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20389v1_Nonlocal operator learning for fMRI encoding and d.pdf,https://arxiv.org/pdf/2605.20389v1,cs.AI
2605.20390v1,STELLAR Scaling 3D Perception Large Models for Aut,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20390v1_STELLAR Scaling 3D Perception Large Models for Aut.pdf,https://arxiv.org/pdf/2605.20390v1,cs.AI
2605.20402v1,Decomposing MXFP4 quantization error for LLM reinf,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20402v1_Decomposing MXFP4 quantization error for LLM reinf.pdf,https://arxiv.org/pdf/2605.20402v1,cs.AI
2605.20405v1,Disentangling Sampling from Training Budget in Cla,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20405v1_Disentangling Sampling from Training Budget in Cla.pdf,https://arxiv.org/pdf/2605.20405v1,cs.AI
2605.20410v1,Mechanics of Bias and Reasoning Interpreting the I,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20410v1_Mechanics of Bias and Reasoning Interpreting the I.pdf,https://arxiv.org/pdf/2605.20410v1,cs.AI
2605.20423v1,OSCToM RL-Guided Adversarial Generation for High-O,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20423v1_OSCToM RL-Guided Adversarial Generation for High-O.pdf,https://arxiv.org/pdf/2605.20423v1,cs.AI
2605.20425v1,AgentCo-op Retrieval-Based Synthesis of Interopera,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20425v1_AgentCo-op Retrieval-Based Synthesis of Interopera.pdf,https://arxiv.org/pdf/2605.20425v1,cs.AI
2605.20440v1,Group-Algebraic Tensors Provably-optimal Equivaria,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20440v1_Group-Algebraic Tensors Provably-optimal Equivaria.pdf,https://arxiv.org/pdf/2605.20440v1,cs.AI
2605.20441v1,Weight Decay Regimes in Grokking Transformers Chea,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20441v1_Weight Decay Regimes in Grokking Transformers Chea.pdf,https://arxiv.org/pdf/2605.20441v1,cs.AI
2605.20442v1,Modeling Emotional Dynamics in Agent-to-Agent Inte,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20442v1_Modeling Emotional Dynamics in Agent-to-Agent Inte.pdf,https://arxiv.org/pdf/2605.20442v1,cs.AI
2605.20445v1,A Comprehensive Comparison of Deep Learning Archit,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20445v1_A Comprehensive Comparison of Deep Learning Archit.pdf,https://arxiv.org/pdf/2605.20445v1,cs.AI
2605.20449v1,LLM Pretraining Shapes a Generalizable Manifold In,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20449v1_LLM Pretraining Shapes a Generalizable Manifold In.pdf,https://arxiv.org/pdf/2605.20449v1,cs.AI
2605.20456v1,Agentic Agile-V From Vibe Coding to Verified Engin,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20456v1_Agentic Agile-V From Vibe Coding to Verified Engin.pdf,https://arxiv.org/pdf/2605.20456v1,cs.AI
2605.20459v1,Pixel Wised Lesion Prediction on COVID-19 CT Image,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20459v1_Pixel Wised Lesion Prediction on COVID-19 CT Image.pdf,https://arxiv.org/pdf/2605.20459v1,cs.AI
2605.20467v1,High Quality Embeddings for Horn Logic Reasoning,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20467v1_High Quality Embeddings for Horn Logic Reasoning.pdf,https://arxiv.org/pdf/2605.20467v1,cs.AI
2605.20470v1,EPC-3D-Diff Equivariant Physics Consistent Conditi,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20470v1_EPC-3D-Diff Equivariant Physics Consistent Conditi.pdf,https://arxiv.org/pdf/2605.20470v1,cs.AI
2605.20473v1,Code Generation by Differential Test Time Scaling,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20473v1_Code Generation by Differential Test Time Scaling.pdf,https://arxiv.org/pdf/2605.20473v1,cs.AI
2605.20477v1,Training Language Agents to Learn from Experience,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20477v1_Training Language Agents to Learn from Experience.pdf,https://arxiv.org/pdf/2605.20477v1,cs.AI
2605.20490v1,ECUASn A family of metrics for principled evaluati,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20490v1_ECUASn A family of metrics for principled evaluati.pdf,https://arxiv.org/pdf/2605.20490v1,cs.AI
2605.20502v1,Tippett-minimum Fusion of Representation-space Dif,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20502v1_Tippett-minimum Fusion of Representation-space Dif.pdf,https://arxiv.org/pdf/2605.20502v1,cs.AI
2605.20510v1,ShadeBench A Benchmark Dataset for Building Shade ,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20510v1_ShadeBench A Benchmark Dataset for Building Shade .pdf,https://arxiv.org/pdf/2605.20510v1,cs.AI
2605.20519v1,Codec-Robust Attacks on Audio LLMs,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20519v1_Codec-Robust Attacks on Audio LLMs.pdf,https://arxiv.org/pdf/2605.20519v1,cs.AI
2605.20520v1,Open-World Evaluations for Measuring Frontier AI C,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20520v1_Open-World Evaluations for Measuring Frontier AI C.pdf,https://arxiv.org/pdf/2605.20520v1,cs.AI
2605.20523v1,Machine-Learning-Enhanced Non-Invasive Testing for,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20523v1_Machine-Learning-Enhanced Non-Invasive Testing for.pdf,https://arxiv.org/pdf/2605.20523v1,cs.AI
2605.20525v1,NeuroQA A Large-Scale Image-Grounded Benchmark for,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20525v1_NeuroQA A Large-Scale Image-Grounded Benchmark for.pdf,https://arxiv.org/pdf/2605.20525v1,cs.AI
2605.20529v1,Collocational bootstrapping A hypothesis about the,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20529v1_Collocational bootstrapping A hypothesis about the.pdf,https://arxiv.org/pdf/2605.20529v1,cs.AI
2605.20530v1,AgentAtlas Beyond Outcome Leaderboards for LLM Age,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20530v1_AgentAtlas Beyond Outcome Leaderboards for LLM Age.pdf,https://arxiv.org/pdf/2605.20530v1,cs.AI
2605.20534v1,Axiomatizing Neural Networks via Pursuit of Subspa,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20534v1_Axiomatizing Neural Networks via Pursuit of Subspa.pdf,https://arxiv.org/pdf/2605.20534v1,cs.AI
2605.20547v1,Latent Process Generator Matching,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20547v1_Latent Process Generator Matching.pdf,https://arxiv.org/pdf/2605.20547v1,cs.AI
2605.20551v1,Faster or Stronger Towards Flexible Visual Place R,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20551v1_Faster or Stronger Towards Flexible Visual Place R.pdf,https://arxiv.org/pdf/2605.20551v1,cs.AI
2605.20554v1,Personality Engineering with AI Agents A New Metho,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20554v1_Personality Engineering with AI Agents A New Metho.pdf,https://arxiv.org/pdf/2605.20554v1,cs.AI
2605.20555v1,Complementing reinforcement learning with SFT thro,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20555v1_Complementing reinforcement learning with SFT thro.pdf,https://arxiv.org/pdf/2605.20555v1,cs.AI
2605.20563v1,Multi-agent Collaboration with State Management,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20563v1_Multi-agent Collaboration with State Management.pdf,https://arxiv.org/pdf/2605.20563v1,cs.AI
2605.20577v1,Mahjax A GPU-Accelerated Mahjong Simulator for Rei,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20577v1_Mahjax A GPU-Accelerated Mahjong Simulator for Rei.pdf,https://arxiv.org/pdf/2605.20577v1,cs.AI
2605.20602v1,Self-Training Doesnt Flatten Language -- It Restru,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20602v1_Self-Training Doesnt Flatten Language -- It Restru.pdf,https://arxiv.org/pdf/2605.20602v1,cs.AI
2605.20608v1,From Automated to Autonomous Hierarchical Agent-na,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20608v1_From Automated to Autonomous Hierarchical Agent-na.pdf,https://arxiv.org/pdf/2605.20608v1,cs.AI
2605.20610v1,Beyond Routing Characterising Expert Tuning and Re,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20610v1_Beyond Routing Characterising Expert Tuning and Re.pdf,https://arxiv.org/pdf/2605.20610v1,cs.AI
2605.20618v1,COAgents Multi-Agent Framework to Learn and Naviga,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20618v1_COAgents Multi-Agent Framework to Learn and Naviga.pdf,https://arxiv.org/pdf/2605.20618v1,cs.AI
2605.20623v1,Lower Bounds for Advection-Diffusion Equations An ,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20623v1_Lower Bounds for Advection-Diffusion Equations An .pdf,https://arxiv.org/pdf/2605.20623v1,cs.AI
2605.20624v1,Accelerating Video Inverse Problem Solvers with Au,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20624v1_Accelerating Video Inverse Problem Solvers with Au.pdf,https://arxiv.org/pdf/2605.20624v1,cs.AI
2605.20626v1,Retrieval-Augmented Long-Context Translation for C,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20626v1_Retrieval-Augmented Long-Context Translation for C.pdf,https://arxiv.org/pdf/2605.20626v1,cs.AI
2605.20630v1,Evaluating Temporal Semantic Caching and Workflow ,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20630v1_Evaluating Temporal Semantic Caching and Workflow .pdf,https://arxiv.org/pdf/2605.20630v1,cs.AI
2605.20640v1,Pareto-Enhanced Portrait Generation Vision-Aligned,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20640v1_Pareto-Enhanced Portrait Generation Vision-Aligned.pdf,https://arxiv.org/pdf/2605.20640v1,cs.AI
2605.20641v1,Trusted Weights Treacherous Optimizations Optimiza,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20641v1_Trusted Weights Treacherous Optimizations Optimiza.pdf,https://arxiv.org/pdf/2605.20641v1,cs.AI
2605.20643v1,AVSD Adaptive-View Self-Distillation by Balancing ,,,2026,C:\Users\livex\Desktop\Uni\PDF_agent\arxiv_cs_ai_pdfs\2605.20643v1_AVSD Adaptive-View Self-Distillation by Balancing .pdf,https://arxiv.org/pdf/2605.20643v1,cs.AI
